TICKER,ACCURACY,PRECISION,RECALL,F1_SCORE,STATUS
UPRO,0.6756756756756757,0.6723520503261883,0.6756756756756757,0.6723911999774069,SUCCESS
URKZ,0.5675675675675675,0.5375946186756998,0.5675675675675675,0.5470992173820871,SUCCESS
USBN,0.6418918918918919,0.6505669283293731,0.6418918918918919,0.6452619966905682,SUCCESS
UTAR,0.7297297297297297,0.730966260378025,0.7297297297297297,0.7301786051786052,SUCCESS
UWGN,0.7972972972972973,0.7780728016022135,0.7972972972972973,0.7865030981979706,SUCCESS
VEON-RX,0.6486486486486487,0.6494756034229718,0.6486486486486487,0.6428976145957278,SUCCESS
VGSBP,0.668918918918919,0.6698581276214656,0.668918918918919,0.6677690276951658,SUCCESS
VGSB,0.6891891891891891,0.6898141368923103,0.6891891891891891,0.6882971635256044,SUCCESS
VJGZP,0.6621621621621622,0.6712877583465818,0.6621621621621622,0.6662849963820837,SUCCESS
VJGZ,0.6891891891891891,0.6913006756756757,0.6891891891891891,0.6864525435954008,SUCCESS
VKCO,0.6891891891891891,0.6809543134959984,0.6891891891891891,0.6846910410919849,SUCCESS
VLHZ,0.7162162162162162,0.7191671263099835,0.7162162162162162,0.7175577355032801,SUCCESS
VRSBP,0.6756756756756757,0.6807880323505323,0.6756756756756757,0.6667862098503584,SUCCESS
VRSB,0.6621621621621622,0.6662280701754386,0.6621621621621622,0.6573035299450394,SUCCESS
VSEH,0.7432432432432432,0.7682571063480965,0.7432432432432432,0.7427166585843479,SUCCESS
VSMO,0.6418918918918919,0.6448993856629325,0.6418918918918919,0.6433465085638999,SUCCESS
VSYDP,0.6148648648648649,0.6196732446732447,0.6148648648648649,0.6171654120635995,SUCCESS
VSYD,0.6891891891891891,0.6816365237417868,0.6891891891891891,0.6850611539486461,SUCCESS
VTBR,0.722972972972973,0.7226434963391486,0.722972972972973,0.7205736348593492,SUCCESS
WTCMP,0.581081081081081,0.569956100366064,0.581081081081081,0.5742233200582677,SUCCESS
WTCM,0.6486486486486487,0.6552675124103695,0.6486486486486487,0.6517623873873875,SUCCESS
WUSH,0.6554054054054054,0.6477816906388335,0.6554054054054054,0.6501415142760775,SUCCESS
X5,0.8513513513513513,0.8510810810810812,0.8513513513513513,0.8509089446589446,SUCCESS
YAKG,0.7094594594594594,0.7148151495977584,0.7094594594594594,0.7106765327695559,SUCCESS
YDEX,0.7837837837837838,0.7911990614693317,0.7837837837837838,0.7868949392962796,SUCCESS
YKENP,0.6486486486486487,0.6550027578599008,0.6486486486486487,0.6516643993902939,SUCCESS
YKEN,0.6486486486486487,0.65107820586544,0.6486486486486487,0.6490006753164648,SUCCESS
YRSBP,0.6824324324324325,0.6718231593662628,0.6824324324324325,0.6761466871760989,SUCCESS
YRSB,0.6486486486486487,0.6363693296070345,0.6486486486486487,0.6409753091662808,SUCCESS
ZAYM,0.7364864864864865,0.7581081081081081,0.7364864864864865,0.7312869520008167,SUCCESS
ZILL,0.6418918918918919,0.6286778319721212,0.6418918918918919,0.6339524060279529,SUCCESS
ZVEZ,0.6013513513513513,0.6000241312741312,0.6013513513513513,0.6004300725907813,SUCCESS
TARGET,0.6891891891891891,0.694399485621799,0.6891891891891891,0.6894429123000552,SUCCESS
